class_id,class_name,course_title,attendance,participation,recitation,presentation,project,midterm1,midterm2,midterm3,finals,assignments,quizzes,assignments_count,quizzes_count,class_time,class_days,lecturer_id,lecturer_name,lecturer_email,lecturer_office_hours,lecturer_office,lecturer_phone,ta_count,ta_id,ta_name,ta_email,ta_office_hours,ta_office
208657745,EST 214,Visual Rhetoric and Information Technology,3,5,3,1,26,9,9,9,11,11,13,5,6,09:10 AM,"Monday, Thursday, Wednesday",112348145,Christina Goodwin,christina.goodwin@stonybrook.edu,Friday 3-5 PM,Office A,001-421-215-1371x905,3,111751941,Melissa Burton,melissa.burton@stonybrook.edu,Friday 3-5 PM,Office B
204108911,EST 216,Fundamentals of Industrial Engineering,0,2,4,1,27,10,10,10,10,14,12,5,9,03:37 PM,"Monday, Wednesday, Friday",113104522,Brandon Gates,brandon.gates@stonybrook.edu,Friday 3-5 PM,Office C,640.345.4983,5,119770627,Sarah Adams,sarah.adams@stonybrook.edu,Wednesday 10 AM-12 PM,Office B
204108911,EST 216,Fundamentals of Industrial Engineering,0,2,4,1,27,10,10,10,10,14,12,5,9,03:37 PM,"Monday, Wednesday, Friday",113104522,Brandon Gates,brandon.gates@stonybrook.edu,Friday 3-5 PM,Office C,640.345.4983,5,115617917,Michael Velazquez,michael.velazquez@stonybrook.edu,Friday 3-5 PM,Office B
204108911,EST 216,Fundamentals of Industrial Engineering,0,2,4,1,27,10,10,10,10,14,12,5,9,03:37 PM,"Monday, Wednesday, Friday",113104522,Brandon Gates,brandon.gates@stonybrook.edu,Friday 3-5 PM,Office C,640.345.4983,5,118940535,Jeremy Castro,jeremy.castro@stonybrook.edu,Friday 3-5 PM,Office C
204108911,EST 216,Fundamentals of Industrial Engineering,0,2,4,1,27,10,10,10,10,14,12,5,9,03:37 PM,"Monday, Wednesday, Friday",113104522,Brandon Gates,brandon.gates@stonybrook.edu,Friday 3-5 PM,Office C,640.345.4983,5,116125425,Ashley Johnson,ashley.johnson@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
204108911,EST 216,Fundamentals of Industrial Engineering,0,2,4,1,27,10,10,10,10,14,12,5,9,03:37 PM,"Monday, Wednesday, Friday",113104522,Brandon Gates,brandon.gates@stonybrook.edu,Friday 3-5 PM,Office C,640.345.4983,5,119923677,David Hayes,david.hayes@stonybrook.edu,Monday 2-4 PM,Office C
207381924,ESS 310,Design of Computer Games,0,11,8,5,22,6,6,6,11,11,14,9,8,10:26 PM,"Monday, Friday, Tuesday",119279042,Nathan Garcia,nathan.garcia@stonybrook.edu,Monday 2-4 PM,Office C,001-756-985-1202x8940,4,118912228,Cody Davis,cody.davis@stonybrook.edu,Monday 2-4 PM,Office A
207381924,ESS 310,Design of Computer Games,0,11,8,5,22,6,6,6,11,11,14,9,8,10:26 PM,"Monday, Friday, Tuesday",119279042,Nathan Garcia,nathan.garcia@stonybrook.edu,Monday 2-4 PM,Office C,001-756-985-1202x8940,4,119116261,James Rollins,james.rollins@stonybrook.edu,Monday 2-4 PM,Office B
207381924,ESS 310,Design of Computer Games,0,11,8,5,22,6,6,6,11,11,14,9,8,10:26 PM,"Monday, Friday, Tuesday",119279042,Nathan Garcia,nathan.garcia@stonybrook.edu,Monday 2-4 PM,Office C,001-756-985-1202x8940,4,114649237,Danielle Bell,danielle.bell@stonybrook.edu,Monday 2-4 PM,Office A
207381924,ESS 310,Design of Computer Games,0,11,8,5,22,6,6,6,11,11,14,9,8,10:26 PM,"Monday, Friday, Tuesday",119279042,Nathan Garcia,nathan.garcia@stonybrook.edu,Monday 2-4 PM,Office C,001-756-985-1202x8940,4,112004545,Leslie Costa,leslie.costa@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
208121455,EST 316,Communication Technology Systems,5,0,5,1,21,9,9,9,15,14,12,6,9,03:17 AM,"Thursday, Tuesday, Monday",111003323,Angela Brown,angela.brown@stonybrook.edu,Monday 2-4 PM,Office C,001-433-872-3730x922,3,113045324,Stephanie Williams,stephanie.williams@stonybrook.edu,Monday 2-4 PM,Office B
208121455,EST 316,Communication Technology Systems,5,0,5,1,21,9,9,9,15,14,12,6,9,03:17 AM,"Thursday, Tuesday, Monday",111003323,Angela Brown,angela.brown@stonybrook.edu,Monday 2-4 PM,Office C,001-433-872-3730x922,3,111110061,Mandy Gutierrez,mandy.gutierrez@stonybrook.edu,Wednesday 10 AM-12 PM,Office C
208121455,EST 316,Communication Technology Systems,5,0,5,1,21,9,9,9,15,14,12,6,9,03:17 AM,"Thursday, Tuesday, Monday",111003323,Angela Brown,angela.brown@stonybrook.edu,Monday 2-4 PM,Office C,001-433-872-3730x922,3,119716467,Bruce Carter,bruce.carter@stonybrook.edu,Monday 2-4 PM,Office C
201266459,ISE 327,Database,9,0,0,2,27,8,8,8,11,13,14,9,10,12:51 PM,"Monday, Wednesday, Tuesday",112324313,Diane Greene,diane.greene@stonybrook.edu,Wednesday 10 AM-12 PM,Office C,+1-757-618-7848x6072,1,114685297,Samantha Huerta,samantha.huerta@stonybrook.edu,Friday 3-5 PM,Office C
205816205,ISE 373,Hardware Engineering,6,4,3,3,25,7,7,7,13,15,10,7,6,06:34 PM,"Wednesday, Thursday, Monday",115179406,Danielle Cooper,danielle.cooper@stonybrook.edu,Friday 3-5 PM,Office B,+1-367-528-0712x317,3,115175616,Mary Shea,mary.shea@stonybrook.edu,Monday 2-4 PM,Office C
205816205,ISE 373,Hardware Engineering,6,4,3,3,25,7,7,7,13,15,10,7,6,06:34 PM,"Wednesday, Thursday, Monday",115179406,Danielle Cooper,danielle.cooper@stonybrook.edu,Friday 3-5 PM,Office B,+1-367-528-0712x317,3,113918824,Emily Gray,emily.gray@stonybrook.edu,Monday 2-4 PM,Office C
205816205,ISE 373,Hardware Engineering,6,4,3,3,25,7,7,7,13,15,10,7,6,06:34 PM,"Wednesday, Thursday, Monday",115179406,Danielle Cooper,danielle.cooper@stonybrook.edu,Friday 3-5 PM,Office B,+1-367-528-0712x317,3,118550610,Emily Warren,emily.warren@stonybrook.edu,Friday 3-5 PM,Office C
