id,name,email,semester,course1,course2,course3,course4,course5
111182126,Tamara Adkins,tamara.adkins@stonybrook.edu,Fall 2022,AMS 355,FLM 102,SOC 102,CSE 101,CSE 216
111182126,Tamara Adkins,tamara.adkins@stonybrook.edu,Spring 2022,CSE 316,FLM 101,AMS 210,CSE 310,CSE 115
115106869,Robin Patterson,robin.patterson@stonybrook.edu,Spring 2023,AMS 355,EST 216,CSE 220,CSE 216,CSE 115
115106869,Robin Patterson,robin.patterson@stonybrook.edu,Fall 2022,CSE 373,ISE 327,CSE 216,AMS 216,CSE 337
115106869,Robin Patterson,robin.patterson@stonybrook.edu,Spring 2022,CSE 214,ESS 131,CSE 115,FLM 101,CSE 216
116519104,Chad Stephens,chad.stephens@stonybrook.edu,Spring 2023,SOC 101,POL 101,ISE 327,ESS 310,EST 316
116519104,Chad Stephens,chad.stephens@stonybrook.edu,Fall 2022,AMS 355,POL 101,CSE 101,WRT 101,EST 216
116519104,Chad Stephens,chad.stephens@stonybrook.edu,Spring 2022,EST 220,CSE 115,POL 101,EST 214,SOC 102
113627579,Lisa Schneider,lisa.schneider@stonybrook.edu,Spring 2023,ESS 310,EST 216,EST 214,AMS 216,CSE 373
113627579,Lisa Schneider,lisa.schneider@stonybrook.edu,Fall 2022,ISE 327,EST 300,POL 101,CSE 214,CSE 216
113627579,Lisa Schneider,lisa.schneider@stonybrook.edu,Spring 2022,SOC 102,EST 316,AMS 310,WAE 146,ISE 373
111890251,Anthony Cardenas,anthony.cardenas@stonybrook.edu,Spring 2023,EST 214,AMS 210,CSE 337,CSE 216,SOC 102
111890251,Anthony Cardenas,anthony.cardenas@stonybrook.edu,Fall 2022,ISE 373,EST 214,CSE 337,AMS 301,CSE 115
111890251,Anthony Cardenas,anthony.cardenas@stonybrook.edu,Spring 2022,AMS 161,SOC 102,CSE 214,EST 316,SOC 101
114092752,Ashley Williams,ashley.williams@stonybrook.edu,Spring 2023,ISE 373,CSE 337,WAE 146,EST 216,WRT 101
114092752,Ashley Williams,ashley.williams@stonybrook.edu,Fall 2022,EST 214,EST 316,WRT 101,CSE 214,FLM 102
114092752,Ashley Williams,ashley.williams@stonybrook.edu,Spring 2022,FLM 101,CSE 310,CSE 320,CSE 303,EST 214
117542365,Terri Marquez,terri.marquez@stonybrook.edu,Spring 2023,CSE 101,CSE 316,AMS 355,AMS 210,CSE 373
117542365,Terri Marquez,terri.marquez@stonybrook.edu,Fall 2022,EST 316,CSE 327,CSE 101,EST 216,CSE 214
117542365,Terri Marquez,terri.marquez@stonybrook.edu,Spring 2022,WRT 102,EST 220,AMS 151,SOC 101,CSE 216
114185614,George Evans,george.evans@stonybrook.edu,Spring 2023,ESS 131,CSE 320,WRT 102,POL 101,WAE 146
114185614,George Evans,george.evans@stonybrook.edu,Fall 2022,CSE 310,WRT 101,CSE 303,FLM 102,CSE 114
114185614,George Evans,george.evans@stonybrook.edu,Spring 2022,CSE 214,CSE 373,EST 300,AMS 355,POL 102
111542691,Edward Fisher,edward.fisher@stonybrook.edu,Spring 2023,AMS 301,AMS 161,ISE 373,CSE 316,CSE 114
111542691,Edward Fisher,edward.fisher@stonybrook.edu,Fall 2022,WRT 101,AMS 161,SOC 102,AMS 210,CSE 416
111542691,Edward Fisher,edward.fisher@stonybrook.edu,Spring 2022,WRT 101,EST 214,ESS 310,CSE 114,EST 220
117554574,Larry Barnes,larry.barnes@stonybrook.edu,Spring 2023,WRT 101,WAE 146,ESS 310,ISE 327,POL 101
117554574,Larry Barnes,larry.barnes@stonybrook.edu,Fall 2022,FLM 102,CSE 303,CSE 416,CSE 337,POL 101
117554574,Larry Barnes,larry.barnes@stonybrook.edu,Spring 2022,AMS 151,CSE 303,CSE 115,EST 216,CSE 220
116796399,Paula Knapp,paula.knapp@stonybrook.edu,Spring 2023,EST 316,CSE 303,CSE 216,CSE 327,FLM 102
116796399,Paula Knapp,paula.knapp@stonybrook.edu,Fall 2022,CSE 214,CSE 337,CSE 101,SOC 102,WRT 101
116796399,Paula Knapp,paula.knapp@stonybrook.edu,Spring 2022,AMS 151,CSE 220,SOC 102,CSE 303,WRT 101
112717195,Michael Pierce,michael.pierce@stonybrook.edu,Spring 2023,AMS 301,ISE 327,CSE 220,CSE 310,CSE 115
112717195,Michael Pierce,michael.pierce@stonybrook.edu,Fall 2022,CSE 416,AMS 301,CSE 327,FLM 101,SOC 102
112717195,Michael Pierce,michael.pierce@stonybrook.edu,Spring 2022,WRT 102,POL 101,AMS 161,AMS 310,CSE 303
113097675,Sandra Jones,sandra.jones@stonybrook.edu,Spring 2023,AMS 161,CSE 115,AMS 355,CSE 416,CSE 101
113097675,Sandra Jones,sandra.jones@stonybrook.edu,Fall 2022,ISE 373,AMS 161,ESS 310,CSE 216,AMS 210
113097675,Sandra Jones,sandra.jones@stonybrook.edu,Spring 2022,FLM 102,CSE 101,SOC 101,WRT 101,CSE 327
114037842,Anna Taylor,anna.taylor@stonybrook.edu,Spring 2023,ISE 327,CSE 214,EST 316,CSE 320,CSE 327
114037842,Anna Taylor,anna.taylor@stonybrook.edu,Fall 2022,EST 216,WRT 102,EST 316,ESS 131,CSE 214
114037842,Anna Taylor,anna.taylor@stonybrook.edu,Spring 2022,CSE 310,AMS 161,ISE 327,EST 220,SOC 101
112571855,Jason Garrett,jason.garrett@stonybrook.edu,Spring 2023,ISE 373,AMS 355,WRT 101,AMS 301,POL 102
112571855,Jason Garrett,jason.garrett@stonybrook.edu,Fall 2022,FLM 102,AMS 161,CSE 115,EST 216,ISE 373
112571855,Jason Garrett,jason.garrett@stonybrook.edu,Spring 2022,CSE 337,CSE 101,CSE 310,CSE 416,CSE 316
111514404,Diane Nolan,diane.nolan@stonybrook.edu,Spring 2023,CSE 327,CSE 220,CSE 216,FLM 101,ESS 131
111514404,Diane Nolan,diane.nolan@stonybrook.edu,Fall 2022,ESS 310,FLM 102,EST 216,CSE 327,CSE 115
111514404,Diane Nolan,diane.nolan@stonybrook.edu,Spring 2022,AMS 161,AMS 310,POL 102,CSE 316,WRT 101
119208330,Robin Johnson,robin.johnson@stonybrook.edu,Spring 2023,EST 300,AMS 310,CSE 416,CSE 316,FLM 101
119208330,Robin Johnson,robin.johnson@stonybrook.edu,Fall 2022,WAE 146,CSE 114,CSE 101,POL 102,CSE 115
119208330,Robin Johnson,robin.johnson@stonybrook.edu,Spring 2022,CSE 101,ESS 310,EST 214,EST 316,AMS 161
118972698,Rachel Conley,rachel.conley@stonybrook.edu,Spring 2023,CSE 416,CSE 337,SOC 102,AMS 310,AMS 216
118972698,Rachel Conley,rachel.conley@stonybrook.edu,Fall 2022,WRT 101,CSE 327,CSE 337,FLM 102,SOC 101
118972698,Rachel Conley,rachel.conley@stonybrook.edu,Spring 2022,SOC 101,AMS 301,POL 101,CSE 316,AMS 161
111012930,Casey Silva,casey.silva@stonybrook.edu,Spring 2023,EST 216,ESS 131,EST 220,AMS 216,CSE 114
111012930,Casey Silva,casey.silva@stonybrook.edu,Fall 2022,CSE 316,AMS 151,AMS 210,CSE 337,ISE 327
111012930,Casey Silva,casey.silva@stonybrook.edu,Spring 2022,AMS 355,FLM 101,POL 101,CSE 214,ESS 310
112177874,Michael Schaefer,michael.schaefer@stonybrook.edu,Spring 2023,CSE 416,CSE 115,ISE 373,CSE 327,FLM 101
112177874,Michael Schaefer,michael.schaefer@stonybrook.edu,Fall 2022,CSE 320,AMS 151,AMS 161,ISE 373,EST 220
112177874,Michael Schaefer,michael.schaefer@stonybrook.edu,Spring 2022,EST 216,WRT 102,WAE 146,CSE 327,SOC 102
116890317,Scott Baird,scott.baird@stonybrook.edu,Spring 2023,CSE 337,AMS 161,CSE 316,ISE 327,AMS 216
116890317,Scott Baird,scott.baird@stonybrook.edu,Fall 2022,FLM 101,AMS 310,ESS 310,AMS 355,CSE 214
116890317,Scott Baird,scott.baird@stonybrook.edu,Spring 2022,POL 102,CSE 320,SOC 102,CSE 216,EST 316
116581874,Martin Salinas,martin.salinas@stonybrook.edu,Spring 2023,AMS 301,EST 214,AMS 151,CSE 114,CSE 316
116581874,Martin Salinas,martin.salinas@stonybrook.edu,Fall 2022,WRT 102,CSE 316,AMS 310,EST 214,AMS 210
116581874,Martin Salinas,martin.salinas@stonybrook.edu,Spring 2022,AMS 301,ESS 310,EST 316,EST 216,WRT 101
118190784,Allison Mills,allison.mills@stonybrook.edu,Spring 2023,ESS 310,SOC 101,CSE 303,POL 102,EST 316
118190784,Allison Mills,allison.mills@stonybrook.edu,Fall 2022,CSE 320,EST 316,WAE 146,FLM 101,EST 214
118190784,Allison Mills,allison.mills@stonybrook.edu,Spring 2022,CSE 115,ESS 131,EST 216,SOC 101,CSE 320
116025105,Jerry Mcclain,jerry.mcclain@stonybrook.edu,Spring 2023,POL 102,AMS 151,WAE 146,EST 216,CSE 216
116025105,Jerry Mcclain,jerry.mcclain@stonybrook.edu,Fall 2022,CSE 220,AMS 216,CSE 327,CSE 303,WRT 101
116025105,Jerry Mcclain,jerry.mcclain@stonybrook.edu,Spring 2022,AMS 151,ESS 131,WRT 101,CSE 115,CSE 320
117174063,Jennifer Harding,jennifer.harding@stonybrook.edu,Spring 2023,CSE 303,CSE 337,AMS 210,EST 216,CSE 216
117174063,Jennifer Harding,jennifer.harding@stonybrook.edu,Fall 2022,AMS 310,WRT 102,CSE 327,CSE 303,FLM 101
117174063,Jennifer Harding,jennifer.harding@stonybrook.edu,Spring 2022,CSE 327,EST 300,AMS 310,AMS 216,WRT 101
118409481,Sarah Knapp,sarah.knapp@stonybrook.edu,Spring 2023,CSE 220,CSE 416,CSE 310,WRT 102,EST 214
118409481,Sarah Knapp,sarah.knapp@stonybrook.edu,Fall 2022,EST 216,EST 216,CSE 310,CSE 216,ESS 310
118409481,Sarah Knapp,sarah.knapp@stonybrook.edu,Spring 2022,CSE 416,AMS 151,CSE 320,AMS 310,EST 216
113806812,Mark Steele,mark.steele@stonybrook.edu,Spring 2023,CSE 337,SOC 101,ISE 327,EST 300,CSE 316
113806812,Mark Steele,mark.steele@stonybrook.edu,Fall 2022,AMS 216,POL 101,CSE 114,WAE 146,AMS 151
113806812,Mark Steele,mark.steele@stonybrook.edu,Spring 2022,AMS 161,CSE 320,AMS 310,CSE 115,CSE 303
112288680,Dennis Oneill,dennis.oneill@stonybrook.edu,Spring 2023,FLM 101,EST 220,ISE 373,ESS 310,AMS 151
112288680,Dennis Oneill,dennis.oneill@stonybrook.edu,Fall 2022,CSE 337,SOC 102,AMS 301,WRT 101,ESS 131
112288680,Dennis Oneill,dennis.oneill@stonybrook.edu,Spring 2022,AMS 301,CSE 216,EST 300,WRT 102,AMS 310
118605678,Andrew Wood,andrew.wood@stonybrook.edu,Spring 2023,WRT 102,CSE 303,AMS 151,FLM 101,EST 316
118605678,Andrew Wood,andrew.wood@stonybrook.edu,Fall 2022,EST 316,ISE 373,CSE 114,CSE 303,AMS 355
118605678,Andrew Wood,andrew.wood@stonybrook.edu,Spring 2022,CSE 416,CSE 216,AMS 151,AMS 310,CSE 220
